station,lat,lon
RCM,38.7842,-93.8029
RCR,41.0655,-86.1817
RCV,37.7138,-106.352
RCX,45.4968,-91.0005
RCZ,34.89,-79.76
RDD,40.509,-122.293
RDG,40.3785,-75.9652
RDK,41.0106,-95.2624
RDM,44.2539,-121.15
RDR,47.9611,-97.4012
RDU,35.8776,-78.7875
REO,42.5906,-117.864
RFD,42.1927,-89.093
RFI,32.1417,-94.8517
RGK,44.5915,-92.4868
RHI,45.6312,-89.4675
RHP,35.1952,-83.863
RHV,37.33,-121.82
RIC,37.5115,-77.3234
RIL,39.5263,-107.727
RIV,33.9,-117.25
RIW,43.0642,-108.46
RKD,44.0601,-69.0993
RKP,28.0836,-97.0464
RKR,35.02,-94.62
RKS,41.5942,-109.065
RLD,46.3015,-119.301
RME,43.2338,-75.407
RMG,34.3478,-85.1611
RMN,38.3981,-77.4555
RMY,42.2512,-84.9554
RNC,35.6987,-85.8438
RND,29.53,-98.28
RNH,45.1483,-92.5381
RNM,33.0392,-116.915
RNO,39.4839,-119.771
RNP,42.9929,-84.1389
RNT,47.4931,-122.216
RNV,33.7611,-90.7579
ROA,37.3172,-79.9737
ROC,43.1167,-77.6767
ROG,36.3724,-94.107
ROS,45.698,-92.953
ROW,33.3,-104.53
ROX,48.856,-95.6971
RPD,45.4201,-91.7733
RPH,33.11,-98.555
RPJ,41.893,-89.0783
RPX,46.475,-108.543
RQB,43.7226,-85.5041
RQE,35.6575,-109.061
RQO,35.4727,-98.0058
RRL,45.1989,-89.7129
RRT,48.9414,-95.3483
RSL,38.8721,-98.8118
RSN,32.5144,-92.5883
RSP,39.645,-77.468
RST,43.9041,-92.4916
RSV,39.016,-87.6498
RSW,26.5381,-81.7567
RTN,36.7415,-104.502
RTS,39.6682,-119.876
RUE,35.2578,-93.0947
RUG,48.3904,-100.024
RUQ,35.6459,-80.5203
RUT,43.53,-72.95
RVS,36.0396,-95.9846
RWF,44.5469,-95.082
RWI,35.8563,-77.8919
RWL,41.8056,-107.2
RWV,30.5155,-96.7041
RXE,43.8339,-111.805
RYM,46.0895,-94.3575
RYN,32.1422,-111.175
RYT,39.734,-77.43
RYV,43.1696,-88.7232
RYW,30.4967,-97.9659
RYY,34.0131,-84.5986
RZL,40.9479,-87.1826
RZN,45.8227,-92.3725
RZR,35.2115,-84.7998
RZT,39.4404,-83.0231
S25,47.7966,-103.255
S32,47.4228,-98.1059
S39,44.287,-120.904
SAA,41.4435,-106.827
SAC,38.5069,-121.495
SAD,32.8547,-109.635
SAF,35.6171,-106.089
SAN,32.7339,-117.185
SAR,38.15,-89.7
SAT,29.5337,-98.4698
SAV,32.1276,-81.2021
SAW,46.3536,-87.3954
SAZ,46.3809,-94.8066
SBA,34.4261,-119.844
SBD,34.0954,-117.235
SBM,43.7698,-87.8517
SBN,41.7072,-86.3164
SBO,32.6091,-82.3699
SBP,35.2381,-120.644
SBS,40.5162,-106.866
SBY,38.3405,-75.5103
SCD,33.1718,-86.3055
SCF,29.1158,-91.8711
SCH,42.85,-73.93
SCK,37.8942,-121.238
SCR,35.7043,-79.5043
SDA,40.7533,-95.4112
SDB,34.7434,-118.725
SDF,38.1744,-85.736
SDL,33.6229,-111.91
SDM,32.57,-116.98
SDY,47.7069,-104.193
SEA,47.4447,-122.314
SEE,32.8262,-116.972
SEG,40.8206,-76.8639
SEM,32.3439,-86.9878
SEP,32.2153,-98.1777
SET,38.93,-90.43
SEZ,34.8486,-111.788
SFB,28.7797,-81.2436
SFF,47.6828,-117.323
SFM,43.3939,-70.708
SFO,37.619,-122.375
SFQ,36.6823,-76.6019
SFY,42.0458,-90.1079
SFZ,41.9208,-71.4914
SGF,37.2397,-93.3897
SGH,39.8403,-83.8402
SGJ,29.9593,-81.3397
SGR,29.6223,-95.6565
SGS,44.8571,-93.0329
SGT,34.5995,-91.575
SGU,37.0364,-113.51
SHD,38.2638,-78.8964
SHL,43.2082,-95.8353
SHM,38.8,-104.517
SHN,47.2336,-123.148
SHR,44.77,-106.97
SHV,32.4472,-93.8244
SIF,36.4372,-79.851
SIK,36.9027,-89.5577
SIY,41.7737,-122.468
SJC,37.3594,-121.924
SJN,34.52,-109.38
SJS,37.751,-82.6367
SJT,31.3517,-100.495
SJX,45.6923,-85.5666
SKA,47.6151,-117.656
SKF,29.3842,-98.5811
SKX,36.4582,-105.672
SLB,42.5972,-95.2399
SLC,40.78,-111.97
SLE,44.9095,-123.003
SLG,36.1919,-94.49
SLH,45.6537,-84.5193
SLI,33.79,-118.052
SLK,44.3853,-74.2062
SLN,38.791,-97.6522
SLO,38.6429,-88.9642
SLR,33.16,-95.62
SME,37.0536,-84.6156
SMF,38.6954,-121.591
SMN,45.1238,-113.881
SMO,34.021,-118.447
SMP,47.2767,-121.337
SMQ,40.6239,-74.6694
SMS,33.995,-80.3613
SMX,34.9,-120.45
SNA,33.6757,-117.868
SNC,41.3839,-72.5059
SNH,35.1703,-88.2167
SNK,32.6934,-100.951
SNL,35.3573,-96.9428
SNS,36.6635,-121.609
SNT,44.1708,-114.927
SNY,41.1014,-102.985
SOA,30.5857,-100.649
SOP,35.2372,-79.3911
SOW,34.2655,-110.006
SPA,34.9157,-81.9565
SPB,45.77,-122.86
SPD,37.2833,-102.614
SPF,44.4803,-103.783
SPG,27.7651,-82.627
SPI,39.8447,-89.6839
SPL,26.0706,-97.1572
SPR,28.599,-91.206
SPS,33.9786,-98.4928
SPW,43.1682,-95.2101
SQE,28.083,-90.819
SQI,41.7428,-89.6763
SQL,37.5119,-122.248
SRB,36.0559,-85.5307
SRC,35.21,-91.74
SRQ,27.4014,-82.5586
SRR,33.4629,-105.535
SSC,33.97,-80.47
SSF,29.337,-98.4711
SSI,31.1522,-81.3908
STC,45.5433,-94.0513
STE,44.5451,-89.5303
STF,33.4331,-88.8486
STJ,39.7719,-94.9097
STK,40.6153,-103.265
STL,38.7525,-90.3734
STP,44.9345,-93.06
STS,38.5037,-122.811
SUA,27.18,-80.22
SUE,44.8437,-87.4216
SUN,43.5038,-114.296
SUS,38.6572,-90.6558
SUT,33.9292,-78.0747
SUU,38.2627,-121.927
SUW,46.6897,-92.0947
SUX,42.3917,-96.3795
SVC,32.6365,-108.156
SVE,40.3757,-120.573
SVH,35.765,-80.9539
SVN,32.01,-81.146
SWF,41.5041,-74.1048
SWO,36.1612,-97.0857
SWW,32.4674,-100.467
SXS,31.3612,-85.8549
SXT,42.6003,-123.364
SYF,39.7611,-101.796
SYI,35.5594,-86.4425
SYM,38.215,-83.5874
SYN,44.4755,-93.0163
SYR,43.1112,-76.1063
SZL,38.7303,-93.548
SZT,48.2994,-116.56
T20,29.528,-97.4614
T35,30.8794,-96.9711
T65,26.1776,-97.9731
T70,29.126,-100.481
T82,30.2432,-98.9092
TAD,37.2594,-104.341
TAN,41.8756,-71.0211
TAZ,39.5342,-89.3278
TBN,37.7416,-92.1407
TBR,32.4827,-81.7369
TBX,43.4646,-108.238
TCC,35.1828,-103.603
TCL,33.2119,-87.6161
TCM,47.1377,-122.477
TCS,33.2367,-107.268
TDF,36.2849,-78.9842
TDR,30.07,-85.5765
TDZ,41.5631,-83.4764
TEB,40.859,-74.0562
TEW,42.5658,-84.4232
TEX,37.9538,-107.909
TFP,27.913,-97.2115
TGI,37.8251,-75.9978
THA,35.38,-86.2467
THV,39.917,-76.873
TIF,41.9622,-100.569
TIK,35.4147,-97.3866
TIP,40.2936,-88.1424
TIW,47.2675,-122.576
TIX,28.5148,-80.7992
TKC,44.2491,-95.6072
TKI,33.18,-96.59
TKV,45.469,-89.8057
TKX,36.2259,-90.0366
TLH,30.3935,-84.3513
TMA,31.429,-83.4885
TMB,25.6423,-80.4347
TME,29.805,-95.8979
TMK,45.4182,-123.814
TNB,36.2,-81.65
TNU,41.6701,-93.019
TOA,33.8034,-118.34
TOB,44.018,-92.8315
TOC,34.5928,-83.2964
TOI,31.8604,-86.0121
TOL,41.5886,-83.8014
TOP,39.07,-95.62
TOR,42.0647,-104.153
TPA,27.9619,-82.5403
TPF,27.9156,-82.4493
TPH,38.0505,-117.09
TPL,31.1525,-97.4078
TQE,41.7635,-96.1779
TQH,35.93,-95.0
TRI,36.4752,-82.4074
TRK,39.32,-120.14
TRL,32.71,-96.27
TRM,33.6267,-116.16
TSP,35.135,-118.439
TTA,35.58,-79.1
TTD,45.551,-122.41
TTF,41.9399,-83.4347
TTN,40.2768,-74.8159
TTS,28.6149,-80.6944
TUL,36.1984,-95.8881
TUP,34.2608,-88.7711
TUS,32.1203,-110.938
TVC,44.7416,-85.5824
TVF,48.0657,-96.185
TVI,30.9018,-83.8811
TVK,40.6832,-92.8983
TVL,38.8939,-119.995
TVR,32.3481,-91.0299
TVY,40.6126,-112.351
TWF,42.4818,-114.488
TWM,47.0492,-91.745
TXK,33.4537,-93.991
TYQ,40.0306,-86.2514
TYR,32.3541,-95.4024
TYS,35.8181,-83.9858
TZR,39.9012,-83.1369
U16,41.05,-113.067
U42,40.6196,-111.99
U68,44.9117,-108.446
UAO,45.25,-122.77
UBE,45.506,-91.9811
UCP,41.0253,-80.4134
UCY,36.3797,-88.9857
UDG,34.45,-79.89
UES,43.041,-88.2371
UGN,42.4222,-87.8679
UIL,47.9366,-124.563
UIN,39.9428,-91.1946
UKF,36.2228,-81.0983
UKI,39.1258,-123.201
UKT,40.4352,-75.3819
ULM,44.32,-94.5
UNI,39.2119,-82.2293
UNO,36.8784,-91.9027
UNU,43.4265,-88.7038
UNV,40.85,-77.85
UOX,34.3843,-89.5368
USE,41.6101,-84.1272
UTA,34.6811,-90.3467
UTS,30.7469,-95.5872
UUU,41.5324,-71.2815
UVA,29.2113,-99.7436
UXL,30.1314,-93.3761
UYF,39.9327,-83.462
UZA,34.9878,-81.0572
VAD,30.9678,-83.193
VAF,27.3536,-94.6253
VAY,39.9429,-74.8457
VBG,34.7297,-120.577
VBS,29.4783,-93.6383
VBT,36.3457,-94.2194
VBW,38.3667,-78.9603
VCB,38.3775,-121.957
VCT,28.8614,-96.9303
VCV,34.5975,-117.383
VDF,28.014,-82.3453
VDI,32.19,-82.37
VEL,40.4409,-109.51
VER,38.9467,-92.6827
VES,40.2044,-84.5319
VGT,36.2107,-115.194
VIH,38.13,-91.77
VIS,36.3187,-119.393
VJI,36.6871,-82.0333
VKS,32.2391,-90.9282
VKY,29.248,-88.441
VLD,30.7825,-83.2767
VLL,42.5429,-83.1779
VNC,27.0716,-82.4403
VNY,34.2097,-118.489
VOA,29.229,-87.781
VOK,43.9392,-90.2532
VPC,34.1232,-84.8487
VPS,30.4833,-86.5254
VPZ,41.454,-87.0071
VQQ,30.2187,-81.8767
VQT,28.27,-92.264
VRB,27.6556,-80.4179
VSF,43.3436,-72.5173
VTA,40.0247,-82.4618
VTI,42.2176,-92.0248
VTN,42.8567,-100.549
VTP,37.5007,-105.167
VUJ,35.4167,-80.1508
VUO,45.6204,-122.657
VVG,28.9446,-81.9698
VVV,45.3057,-96.4244
VWU,48.1539,-94.5167
VYS,41.3519,-89.1531
W13,38.0769,-78.9444
W22,39.0005,-80.2737
W29,38.9764,-76.3296
W31,36.9601,-78.185
W43,44.6629,-104.568
W63,36.5958,-78.5601
W75,37.6024,-76.4467
W78,36.71,-78.848
W81,37.181,-78.0983
W96,37.5032,-77.1255
W99,38.9949,-79.1459
WAL,37.9406,-75.4631
WDG,36.3792,-97.7911
WDR,33.9829,-83.6674
WHP,34.2593,-118.413
WJF,34.7411,-118.219
WLD,37.1681,-97.0369
WMC,40.9019,-117.807
WRB,32.6401,-83.5918
WRI,40.0156,-74.5917
WRL,43.9657,-107.951
WST,41.3497,-71.7989
WVI,36.9394,-121.79
WVL,44.5333,-69.6755
WWD,39.0085,-74.9083
WWR,36.438,-99.5227
WYS,44.6884,-111.118
X60,29.3557,-82.4719
XBP,33.1753,-97.8284
XIH,29.18,-94.521
XLL,40.5703,-75.4883
XMR,28.4677,-80.5668
XNA,36.282,-94.307
XNT,42.5084,-78.6581
XPY,29.123,-90.202
XSA,37.8596,-76.8941
XVG,46.99,-94.2039
Y19,46.768,-100.894
Y23,45.3106,-91.6381
Y49,47.1595,-94.6453
Y50,44.0416,-89.3045
Y51,43.5794,-90.8965
Y63,45.9861,-95.992
Y70,42.938,-85.0606
YIP,42.2379,-83.5304
YKM,46.5682,-120.544
YKN,42.9167,-97.3859
YNG,41.2544,-80.6739
ZPH,28.2281,-82.1559
ZZV,39.9445,-81.8921
19S,37.4969,-100.833
24A,35.3159,-83.2071
27K,38.2344,-84.4347
2A0,35.4817,-84.9322
2F5,32.7479,-101.902
3S8,42.509,-123.389
4R5,46.7887,-90.7587
4S2,45.6726,-121.536
8B0,44.9919,-70.6646
APS,30.086,-90.5842
BAM,40.599,-116.874
BEC,37.6945,-97.215
BRY,37.8143,-85.4996
CXW,35.0199,-92.5551
DNA,31.8804,-106.703
ETN,32.4135,-98.8098
EVU,40.3525,-94.915
FYE,35.2061,-89.3929
GPC,39.6354,-86.8155
GRN,42.806,-102.175
GZS,35.1537,-87.0568
HCR,40.47,-111.43
HLB,39.3445,-85.2583
HTH,38.5448,-118.632
I23,39.5704,-83.4205
I68,39.4664,-84.2532
IMM,26.4332,-81.401
KY8,37.953,-86.8592
LBO,37.6483,-92.6524
M04,35.5834,-89.5872
M75,48.3689,-107.918
MBY,39.464,-92.4244
NOZ,32.5095,-114.467
NR02,35.2378,-79.9956
NY0,42.9982,-74.3296
PCD,37.8667,-89.8651
RAW,38.3469,-93.3454
REG,30.1667,-90.9333
RID,39.7572,-84.8428
S33,44.6702,-121.155
SDC,43.2346,-77.1195
SEF,27.4547,-81.3416
SXU,34.9357,-104.643
SZY,35.2029,-88.4984
XNO,33.6117,-81.0701
Y31,44.2448,-84.1798
06C,41.9893,-88.1012
13K,37.8519,-96.2929
17J,31.007,-84.8776
1GM,47.33,-112.1
1KM,46.45,-109.8
1LM,46.7,-109.733
2J3,32.9865,-82.3857
2M2,35.2343,-87.2579
3L4,29.8,-92.804
4S1,42.4153,-124.425
57C,42.7972,-88.3726
6S0,45.8063,-109.974
6S2,43.9828,-124.111
8A3,36.4121,-85.3116
AAS,37.3569,-85.3151
C65,41.3651,-86.3005
C83,37.8276,-121.624
C99,39.8689,-105.553
CCB,34.1116,-117.687
CPU,38.1461,-120.648
D73,33.7825,-83.6928
DLO,35.7456,-119.237
DSF,28.35,-88.2667
EZZ,39.7276,-94.2764
FRH,38.5062,-86.6369
GCY,36.196,-82.811
GNB,40.0904,-105.911
GVQ,43.0317,-78.1675
HPT,42.7175,-93.2244
L08,33.259,-116.321
L52,35.1015,-120.622
LGF,32.86,-114.397
LUG,35.5136,-86.803
LUV,32.7563,-101.92
LYO,38.3403,-98.2286
M02,36.1279,-87.4298
M54,36.1904,-86.3157
MBT,35.8775,-86.3775
O32,36.671,-119.451
OXD,39.5022,-84.7844
OYM,41.4125,-78.5026
PALV,60.816,-152.302
PFNU,70.4954,-150.253
PLD,40.4508,-84.9901
PMH,38.8405,-82.8473
PPNU,70.4141,-150.019
PTD,44.6767,-74.9484
RKW,35.9223,-84.6897
S52,48.4249,-120.146
SRE,35.2747,-96.6752
SUZ,34.5904,-92.4794
TCY,37.6889,-121.442
TXW,26.1775,-97.9731
ULS,37.604,-101.374
WBF,26.93,-90.5
X07,27.8934,-81.6167
XNX,36.3751,-86.4084
1U7,42.2497,-111.342
2J5,32.8935,-81.9654
2R9,28.825,-97.8656
33N,39.2187,-75.6005
3K8,37.2281,-99.3309
41U,39.3314,-111.613
48A,32.3994,-83.2759
4F2,32.176,-94.2988
6S5,46.2515,-114.126
77S,43.9308,-123.007
BRG,34.646,-106.836
BWW,46.1655,-103.301
F45,26.8459,-80.2223
GBN,32.8875,-112.72
GYF,26.129,-94.898
H71,36.2254,-95.3301
HMT,33.734,-117.022
HSD,35.6019,-97.7092
I43,38.9814,-82.5778
I74,40.1326,-83.7534
JVY,38.3654,-85.7382
KNB,37.0111,-112.531
LNQ,29.364,-89.438
MHP,32.3739,-82.081
OEL,39.1017,-100.817
OIN,39.8339,-100.539
OQN,39.9889,-75.5803
PO1,48.1344,-105.162
RGA,37.6315,-84.3324
RVL,40.6774,-77.6268
SCX,36.4557,-84.5858
SEQ,29.5658,-97.9083
SXK,42.9858,-96.1614
T41,29.6693,-95.0641
T74,30.5726,-97.4432
TMT,39.4643,-117.197
TQK,38.4782,-100.882
TYL,34.4577,-110.112
UKL,38.3025,-95.725
VNW,40.8633,-84.613
XWA,48.2597,-103.751
00U,45.7444,-107.66
1S3,46.2712,-106.624
2IS,26.7339,-81.0468
38S,46.3867,-112.765
3U3,46.1531,-112.868
4U6,47.4186,-105.562
63S,48.5442,-117.883
6S8,45.7031,-108.761
79S,47.8451,-110.636
7S0,47.5683,-114.1
7S1,45.5338,-112.303
7S6,46.5041,-110.913
81R,31.2352,-98.717
ADT,39.8401,-101.042
CFO,39.7841,-104.538
CII,47.8283,-112.168
CPF,37.3874,-83.2616
CYD,28.1667,-89.2167
DWA,38.5794,-121.857
E41,31.1989,-101.473
FPY,30.0708,-83.5815
GNG,42.9172,-114.765
JSY,45.3595,-117.254
K82,39.7611,-98.7934
LNA,26.5925,-80.0848
MIO,36.9092,-94.8875
MJD,30.4875,-89.6512
NJW,32.7962,-88.8317
NRN,39.8504,-99.8947
OAR,36.6815,-121.762
ORK,34.8331,-92.2541
PHHN,20.7945,-156.016
PHMU,19.9984,-155.674
PJC,40.8009,-80.1624
PWD,48.7886,-104.523
S21,43.8763,-121.453
S59,48.2838,-115.49
S71,48.5921,-109.251
S85,48.1533,-104.504
T69,28.0386,-97.5425
U55,37.8511,-112.391
U69,40.1919,-110.381
VGC,42.8434,-75.5612
VHN,31.0578,-104.784
X26,27.8126,-80.4959
35A,34.687,-81.6412
4V1,37.6941,-104.788
E42,36.221,-101.195
MZJ,32.51,-111.328
O05,40.2824,-121.241
RVF,45.5354,-112.302
RVJ,32.0595,-82.1536
SPK,40.145,-111.668
T89,29.3419,-98.8509
U52,38.2307,-112.675
VVS,39.9581,-79.6575
